name,year_of_data,district,Municipal_status,Distance_from_Tel Aviv _District border_Km,Number_of_councillors,Area,Population_density,Total population,Jews_and_others,Jews_percent_of_Jews_and_others,Arab_percentages,Muslims_percent_of_the_Arab_population,Christians_percent_of_the_Arab_population,Druze_percentage_of_the_Arab_population,Total_men,Total_woman,Age_0-4,Age_5-9,Age_10-14,Age_15-19,Age_20-29,Age_30-44,Age_45-59,Age_60-64,Age_65+,Age_0-17,Age_75+,Percentage_of_population_growth_compared_to_the_previous_year,migration_balance,Number_of_families_with_child,Average_monthly_salary_of_employee,Average_monthly_income_of_the_self-employed,Number_of_employees,Number_of_self-employed,Percentage_degree_35-55,Percentage_of_higher_education_within_8_years_out_of_school,Percentage_of_students_20-25,Percentage_of_total_students,Start_of_construction_apartments,Socioeconomic_cluster,Cluster_Most_peripheral,Residence_Percentage,Education_Percentage,Health_Percentage_of_Area,Public_utilities_Percentage,Culture_percentage,Commercial_Offices_Percentage,Industry_Percentage,Infrastructure_transportation_percentage,Agricultural_structures_percentage,Gardening_park_Percentage,Forest_percent,Plant_Percentage,crops Percentage,Open_space_percentage,Weighted_Average_Salary,Latitude,Longitude
לכיש,2022,הדרום,מועצה אזורית,99.17515527950312,19.0,378.96,36.35739919780452,13778.0,99.9,99.0,0.0,0.0,0.0,0.0,"7,108","6,671",11.1,12.8,11.5,7.2,11.9,20.2,13.7,3.4,8.3,39.5,3.5,3.4,31.0,"1,374","10,554","15,436","5,365",674,46.8,39.2,12.9,3.5,67.0,7,4,1.5,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.4,0.0,18.1,5.5,44.4,29.5,11098.86968,31.5608984,34.8410694
לקיה,2016,הדרום,מועצה מקומית,88.3,11.0,6.9,1782.6086956521738,12300.0,0.0,0.0,100.0,100.0,0.0,0.0,6.1,6.2,17.0,14.4,13.8,11.3,16.4,15.5,8.1,1.1,2.3,52.3,0.6,4.3,36.0,"1,588","5,306","7,653","3,483",118,8.6,13.5,9.2,1.8,25.0,1,3,35.6,0.5,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.8,27.6,33.7,5382.908081,31.324231,34.863202226790946
לקיה,2017,הדרום,מועצה מקומית,88.3,11.0,6.86,1880.466472303207,12900.0,0.0,0.0,0.0,99.9,0.0,0.0,6.4,6.5,16.8,14.2,13.7,11.6,16.7,15.2,8.4,1.2,2.3,52.0,0.6,4.7,87.0,"1,599","5,429","7,879","3,833",131,8.6,13.5,9.2,1.8,25.0,1,3,35.6,0.5,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.8,27.6,33.7,5509.966196,31.324231,34.863202226790946
לקיה,2018,הדרום,מועצה מקומית,88.3,11.0,6.86,1952.478134110787,13394.0,0.0,0.0,100.0,100.0,0.0,0.0,"6,676","6,718",16.7,14.2,13.2,11.6,16.9,15.1,8.6,1.2,2.4,51.4,0.8,4.2,-13.0,"1,594","5,797","9,066","4,176",147,8.4,16.7,8.8,1.7,19.0,1,3,35.6,0.5,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.8,27.6,33.7,5908.159611,31.324231,34.863202226790946
לקיה,2019,הדרום,מועצה מקומית,88.3,11.0,6.86,2051.749271137026,14075.0,0.0,0.0,100.0,100.0,0.0,0.0,"7,017","7,058",16.6,14.2,12.8,11.8,17.0,15.0,8.8,1.3,2.3,51.0,0.8,5.1,-2.0,"1,603","6,010","9,964","4,381",187,9.7,14.1,10.8,1.9,27.0,1,3,35.6,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.8,27.6,33.7,6171.864711,31.324231,34.863202226790946
לקיה,2020,הדרום,מועצה מקומית,88.3,11.0,7.09,2065.1622002820877,14642.0,0.0,0.0,99.9,100.0,0.0,0.0,"7,303","7,339",16.6,14.1,12.2,11.9,17.4,15.0,9.1,1.3,2.5,50.3,0.9,4.0,390.0,"1,591","5,947","9,789","4,327",173,10.2,18.2,11.2,2.1,39.0,1,3,35.6,0.5,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.8,27.6,33.7,6094.703556,31.324231,34.863202226790946
לקיה,2021,הדרום,מועצה מקומית,87.5,11.0,6.86,2333.96501457726,16011.0,0.0,0.0,99.9,100.0,0.0,0.0,"8,038","7,973",17.0,13.9,11.8,11.4,17.7,14.9,9.3,1.5,2.5,49.6,1.0,4.7,-66.0,"1,587","7,964","10,367","4,798",145,11.7,19.1,13.2,2.3,21.0,1,3,37.6,1.0,0.3,0.1,0.4,0.4,0.0,0.3,0.0,0.0,0.0,5.0,47.9,7.0,8034.490593,31.324231,34.863202226790946
לקיה,2022,הדרום,מועצה מקומית,87.5,11.0,6.86,2229.591836734694,15295.0,0.0,0.0,99.9,100.0,0.0,0.0,"7,655","7,639",16.6,14.1,12.0,11.6,17.5,15.0,9.3,1.4,2.5,49.8,0.9,4.5,32.0,"1,593","5,947","9,789","4,327",173,11.0,19.4,11.7,2.2,29.0,1,3,37.6,1.0,0.3,0.1,0.4,0.4,0.0,0.3,0.0,0.0,0.0,5.0,47.9,7.0,6094.703556,31.324231,34.863202226790946
מבואות החרמון,2016,הצפון,מועצה אזורית,112.01538461538462,13.0,134.89,53.37682556156869,7200.0,99.9,98.3,0.0,0.0,0.0,0.0,3.6,3.6,8.1,8.5,7.8,7.4,16.1,18.3,18.8,5.4,9.7,28.7,2.9,2.9,64.0,837,"8,940","9,282","3,565",422,31.4,37.44498902706657,11.8,4.9,36.0,7,2,2.7,0.0,0.0,0.1,0.2,0.0,0.1,0.9,0.7,0.0,26.5,17.1,9.5,42.2,8976.198646,33.0835438,35.540319229918964
מבואות החרמון,2017,הצפון,מועצה אזורית,112.01538461538462,13.0,134.89,53.37682556156869,7200.0,99.9,98.2,0.0,0.0,0.0,0.0,3.6,3.6,8.0,8.6,7.7,7.3,15.8,18.2,18.5,5.6,10.3,28.5,2.8,0.6,514.0,855,"9,021","9,518","3,499",461,31.4,37.44498902706657,11.8,4.9,36.0,7,2,2.7,0.0,0.0,0.1,0.2,0.0,0.1,0.9,0.7,0.0,26.5,17.1,9.5,42.2,9078.857828,33.0835438,35.540319229918964
מבואות החרמון,2018,הצפון,מועצה אזורית,112.01538461538462,13.0,134.89,53.68819037734451,7242.0,99.9,98.0,0.0,0.0,0.0,0.0,"3,651","3,591",8.0,8.1,7.9,7.2,15.6,18.4,17.7,6.0,11.0,28.3,3.1,0.7,16.0,857,"9,575","10,133","3,594",410,31.5,37.44498902706657,8.8,4.5,55.0,7,2,2.7,0.0,0.0,0.1,0.2,0.0,0.1,0.9,0.7,0.0,26.5,17.1,9.5,42.2,9632.137862,33.0835438,35.540319229918964
מבואות החרמון,2019,הצפון,מועצה אזורית,112.01538461538462,13.0,134.82,54.52455125352322,7351.0,99.9,97.9,0.0,0.0,0.0,0.0,"3,708","3,643",8.0,8.1,8.3,6.7,15.1,18.3,17.6,6.0,11.9,28.6,3.2,1.5,11.0,874,"9,785","8,467","3,677",776,34.0,37.44498902706657,8.7,4.3,33.0,7,2,2.7,0.0,0.0,0.1,0.2,0.0,0.1,0.9,0.7,0.0,26.5,17.1,9.5,42.2,9555.319335,33.0835438,35.540319229918964
מבואות החרמון,2020,הצפון,מועצה אזורית,112.01538461538462,13.0,134.81,55.47066241376752,7478.0,99.9,97.9,0.0,0.0,0.0,0.0,"3,758","3,720",7.8,8.1,8.4,6.7,14.6,18.4,17.4,6.2,12.5,28.5,3.4,1.7,-7.0,863,"9,865","8,882","3,553",689,35.5,37.44498902706657,12.2,4.7,50.0,7,2,2.7,0.0,0.0,0.1,0.2,0.0,0.1,0.9,0.7,0.0,26.5,17.1,9.5,42.2,9705.337812,33.0835438,35.540319229918964
מבואות החרמון,2021,הצפון,מועצה אזורית,112.01538461538462,13.0,134.82,57.320872274143305,7728.0,99.9,98.0,0.0,0.0,0.0,0.0,"3,881","3,847",7.9,7.6,8.4,7.1,13.3,19.3,16.8,5.8,13.7,28.3,4.3,2.2,8.0,853,"10,825","9,699","3,424",575,39.1,37.44498902706657,11.8,4.0,31.0,7,1,3.4,0.0,0.0,0.0,0.1,0.0,0.1,1.3,0.5,0.1,29.8,19.9,11.9,32.9,10663.09702,33.0835438,35.540319229918964
מבואות החרמון,2022,הצפון,מועצה אזורית,112.01538461538462,13.0,134.82,56.104435543687885,7564.0,99.9,97.9,0.0,0.0,0.0,0.0,"3,796","3,768",7.7,7.9,8.2,7.0,14.2,18.6,17.3,5.9,13.1,28.1,3.8,1.2,-31.0,848,"9,865","8,882","3,553",689,36.9,32.7,13.0,4.6,43.0,7,1,3.4,0.0,0.0,0.0,0.1,0.0,0.1,1.3,0.5,0.1,29.8,19.9,11.9,32.9,9705.337812,33.0835438,35.540319229918964
מבשרת ציון,2016,ירושלים,מועצה מקומית,44.5,15.0,6.24,3910.25641,24400.0,99.6,96.4,0.0,0.0,0.0,0.0,12.2,12.2,8.4,7.6,7.3,7.0,14.8,18.3,16.7,5.8,14.0,27.6,4.5,0.1,-60.0,"3,391","11,504","11,456","11,809",862,40.3,56.0,16.0,4.5,33.0,8,6,40.7,1.7,0.2,0.0,0.5,1.4,0.3,3.1,0.0,0.5,26.2,0.9,0.0,24.5,11500.73459,31.8057198,35.152731
מבשרת ציון,2017,ירושלים,מועצה מקומית,44.5,15.0,6.28,3885.350318471337,24400.0,99.6,96.6,0.0,0.0,0.0,0.0,12.2,12.3,8.3,7.9,7.2,7.1,14.2,18.5,16.5,5.7,14.6,27.7,4.8,0.0,-772.0,"3,405","11,620","11,843","11,439",917,40.3,56.0,16.0,4.5,33.0,8,6,40.7,1.7,0.2,0.0,0.5,1.4,0.3,3.1,0.0,0.5,26.2,0.9,0.0,24.5,11636.54994,31.8057198,35.152731
מבשרת ציון,2018,ירושלים,מועצה מקומית,44.5,15.0,6.28,3815.605095541401,23962.0,99.6,96.5,0.0,0.0,0.0,0.0,"11,934","12,028",7.8,7.7,7.4,6.9,13.9,18.2,16.9,5.8,15.5,27.1,5.2,-2.0,-46.0,"3,454","12,166","13,066","11,615",855,40.4,55.2,14.6,4.3,85.0,8,6,40.7,1.7,0.2,0.0,0.5,1.4,0.3,3.1,0.0,0.5,26.2,0.9,0.0,24.5,12227.7081,31.8057198,35.152731
מבשרת ציון,2019,ירושלים,מועצה מקומית,44.5,15.0,6.28,3829.936305732484,24052.0,99.6,96.4,0.0,0.0,0.0,0.0,"11,945","12,108",7.6,7.5,7.6,7.1,13.6,17.9,16.9,5.8,16.1,27.1,5.6,0.4,780.0,"3,492","12,333","11,676","11,921","1,252",42.5,51.7,14.2,4.2,64.0,8,6,40.7,0.2,0.2,0.0,0.5,1.4,0.3,3.1,0.0,0.5,26.2,0.9,0.0,24.5,12270.55682,31.8057198,35.152731
מבשרת ציון,2020,ירושלים,מועצה מקומית,44.5,15.0,6.3,3848.730158730159,24247.0,99.7,96.7,0.0,0.0,0.0,0.0,"12,017","12,231",7.9,7.5,7.5,6.8,13.2,17.9,16.8,5.7,16.7,27.2,6.0,0.8,-19.0,"3,484","12,148","12,561","12,907","1,318",43.9,46.4,17.5,4.5,41.0,8,6,40.7,1.7,0.2,0.0,0.5,1.4,0.3,3.1,0.0,0.5,26.2,0.9,0.0,24.5,12186.26601,31.8057198,35.152731
מבשרת ציון,2021,ירושלים,מועצה מקומית,44.9,15.0,6.29,4051.987281399046,25487.0,99.6,96.6,0.0,0.0,0.0,0.0,"12,543","12,943",8.1,7.7,7.6,7.1,12.5,18.2,16.3,5.5,16.9,27.9,6.7,2.2,895.0,"3,509","14,115","12,691","11,211",886,45.7,51.7,15.6,4.1,203.0,8,6,44.6,2.6,0.2,0.5,0.3,1.1,0.3,4.2,0.0,0.2,24.2,0.6,6.1,15.1,14010.70439,31.8057198,35.152731
מבשרת ציון,2022,ירושלים,מועצה מקומית,44.9,15.0,6.29,3965.50079491256,24943.0,99.6,96.7,0.0,0.0,0.0,0.0,"12,294","12,649",8.3,7.7,7.4,7.1,12.8,18.0,16.5,5.6,16.8,27.7,6.4,2.9,481.0,"3,495","12,148","12,561","12,907","1,318",45.0,47.2,17.0,4.3,743.0,8,6,44.6,2.6,0.2,0.5,0.3,1.1,0.3,4.2,0.0,0.2,24.2,0.6,6.1,15.1,12186.26601,31.8057198,35.152731
מג'ד אל-כרום,2016,הצפון,מועצה מקומית,109.2,11.0,9.25,1600.0,14800.0,0.0,0.0,100.0,99.9,0.1,0.0,7.6,7.3,9.2,10.6,11.5,11.1,16.9,19.7,13.8,2.5,4.7,38.2,1.8,0.5,-71.0,"3,659","5,335","8,331","5,778",420,8.6,20.4,14.3,2.4,5.0,2,4,15.4,0.2,0.0,0.0,0.2,0.0,0.1,2.6,0.0,0.0,20.5,28.3,1.6,31.1,5538.020329,32.9225771,35.2579504
מג'ד אל-כרום,2017,הצפון,מועצה מקומית,109.2,11.0,15.38,710.6,15100.0,0.0,0.0,0.0,99.9,0.0,0.0,7.7,7.4,8.8,10.4,11.1,11.4,17.0,19.5,14.3,2.6,4.9,37.3,1.9,1.5,287.0,"3,738","5,590","9,088","6,089",431,8.6,20.4,14.3,2.4,5.0,2,4,15.4,0.2,0.0,0.0,0.2,0.0,0.1,2.6,0.0,0.0,20.5,28.3,1.6,31.1,5821.232822,32.9225771,35.2579504
מג'ד אל-כרום,2018,הצפון,מועצה מקומית,109.2,13.0,9.25,1653.1891891891892,15292.0,0.0,0.0,100.0,99.9,0.0,0.0,"7,857","7,435",8.5,10.2,10.9,11.2,17.4,19.3,14.6,2.8,5.1,36.4,1.9,1.5,146.0,"3,770","5,907","9,461","6,505",451,8.7,25.1,14.4,2.5,1.0,2,4,15.4,0.2,0.0,0.0,0.2,0.0,0.1,2.6,0.0,0.0,20.5,28.3,1.6,31.1,6137.427545,32.9225771,35.2579504
מג'ד אל-כרום,2019,הצפון,מועצה מקומית,109.2,13.0,9.25,1670.8108108108108,15455.0,0.0,0.0,100.0,99.9,0.0,0.0,"7,937","7,519",8.1,9.7,10.9,11.0,17.8,19.0,15.3,2.9,5.3,35.3,2.1,1.1,295.0,"3,766","6,120","8,912","6,797",529,10.0,28.2,15.9,2.7,5.0,3,4,15.4,0.0,0.0,0.0,0.2,0.0,0.1,2.6,0.0,0.0,20.5,28.3,1.6,31.1,6321.606334,32.9225771,35.2579504
מג'ד אל-כרום,2020,הצפון,מועצה מקומית,109.2,12.333333333333334,9.25,1669.945945945946,15447.0,0.0,0.0,99.9,99.9,0.0,0.0,"7,897","7,550",7.9,9.2,10.3,10.5,18.4,19.3,15.8,3.1,5.6,33.6,2.1,-0.1,438.0,"3,777","6,142","9,098","10,924",810,10.5,28.3,16.7,3.1,10.0,3,4,15.4,0.2,0.0,0.0,0.2,0.0,0.1,2.6,0.0,0.0,20.5,28.3,1.6,31.1,6346.053179,32.9225771,35.2579504
מג'ד אל-כרום,2021,הצפון,מועצה מקומית,106.8,13.0,9.31,1694.6294307196565,15777.0,0.0,0.0,99.9,100.0,0.0,0.0,"8,060","7,717",7.7,8.3,9.7,10.2,18.7,19.7,16.2,3.4,6.1,32.2,2.3,0.9,-162.0,"3,778","7,403","8,840","7,213",472,12.0,30.9,18.5,3.2,64.0,3,4,23.4,0.5,0.0,0.3,0.1,0.2,0.2,3.9,0.0,0.0,27.4,28.8,4.1,11.1,7491.258165,32.9225771,35.2579504
מג'ד אל-כרום,2022,הצפון,מועצה מקומית,106.8,13.0,9.31,1678.8399570354457,15630.0,0.0,0.0,99.9,100.0,0.0,0.0,"7,992","7,638",8.0,8.6,9.8,10.5,18.5,19.5,16.1,3.2,5.8,32.7,2.2,1.2,-130.0,"3,763","6,142","9,098","10,924",810,11.2,34.8,17.3,3.2,38.0,3,4,23.4,0.5,0.0,0.3,0.1,0.2,0.2,3.9,0.0,0.0,27.4,28.8,4.1,11.1,6346.053179,32.9225771,35.2579504
מג'דל שמס,2016,הצפון,מועצה מקומית,183.2,9.0,15.38,702.5,10800.0,0.0,0.0,100.0,0.0,0.1,99.9,5.5,5.3,8.1,9.0,9.3,8.9,15.0,23.2,16.7,2.6,7.2,32.1,2.4,1.5,-7.0,"1,652","4,682","5,836","3,871",627,6.1,30.1,18.8,2.9,83.0,3,2,8.5,0.1,0.0,0.0,0.1,0.0,0.3,2.0,0.1,0.0,0.7,33.3,6.2,48.7,4842.862161,33.26871625,35.76690122903867
מג'דל שמס,2017,הצפון,מועצה מקומית,183.2,9.0,11.63,937.2312984,10900.0,0.0,0.0,0.0,0.0,0.1,99.9,5.5,5.4,8.0,8.6,9.6,8.9,15.0,22.5,17.3,3.0,7.2,31.6,2.6,1.2,2.0,"1,646","4,969","6,499","4,067",676,6.1,30.1,18.8,2.9,83.0,3,2,8.5,0.1,0.0,0.0,0.1,0.0,0.3,2.0,0.1,0.0,0.7,33.3,6.2,48.7,5187.064516,33.26871625,35.76690122903867
מג'דל שמס,2018,הצפון,מועצה מקומית,183.2,11.0,15.38,718.0,11045.0,0.0,0.0,100.0,0.0,0.1,99.9,"5,602","5,443",7.7,8.6,9.2,9.0,15.3,21.5,18.1,3.1,7.6,30.9,2.7,1.1,10.0,"1,632","5,341","7,362","4,236",687,6.2,34.7,19.3,2.8,49.0,3,2,8.5,0.1,0.0,0.0,0.1,0.0,0.3,2.0,0.1,0.0,0.7,33.3,6.2,48.7,5623.028641,33.26871625,35.76690122903867
מג'דל שמס,2019,הצפון,מועצה מקומית,183.2,11.0,15.38,726.8,11180.0,0.0,0.0,100.0,0.0,0.1,99.9,"5,665","5,514",7.5,8.2,9.1,8.9,15.5,21.2,18.5,3.2,7.7,30.0,2.7,1.2,64.0,"1,636","5,524","7,288","4,450",864,7.4,41.4,20.4,3.1,34.0,3,2,8.5,0.0,0.0,0.0,0.1,0.0,0.3,2.0,0.1,0.0,0.7,33.3,6.2,48.7,5810.807678,33.26871625,35.76690122903867
מג'דל שמס,2020,הצפון,מועצה מקומית,183.2,10.333333333333334,15.38,732.4,11267.0,0.0,0.0,100.0,0.0,0.0,100.0,"5,712","5,555",7.0,8.0,8.8,9.0,15.9,20.9,19.0,3.7,7.7,29.4,2.7,0.8,763.0,"1,633","5,573","7,824","4,718",863,8.4,38.4,18.8,2.9,51.0,3,2,8.5,0.1,0.0,0.0,0.1,0.0,0.3,2.0,0.1,0.0,0.7,33.3,6.2,48.7,5921.076151,33.26871625,35.76690122903867
מג'דל שמס,2021,הצפון,מועצה מקומית,185.0,11.0,15.38,744.9,11458.0,0.0,0.0,100.0,0.0,0.0,99.9,"5,805","5,653",6.4,7.5,8.2,9.1,16.1,19.9,20.6,3.9,8.2,27.7,3.0,0.5,-16.0,"1,590","6,969","7,701","4,254",825,10.4,41.3,20.5,3.0,51.0,3,1,13.2,0.1,0.0,0.0,0.2,0.1,0.3,1.5,0.1,0.0,0.0,40.8,0.9,42.8,7087.901359,33.26871625,35.76690122903867
מג'דל שמס,2022,הצפון,מועצה מקומית,185.0,11.0,15.38,741.4,11405.0,0.0,0.0,100.0,0.0,0.0,99.9,"5,771","5,634",7.0,7.6,8.6,8.8,16.3,20.0,19.9,3.9,7.8,28.6,2.7,1.2,-7.0,"1,603","5,573","7,824","4,718",863,9.3,35.5,20.3,2.9,61.0,3,1,13.2,0.1,0.0,0.0,0.2,0.1,0.3,1.5,0.1,0.0,0.0,40.8,0.9,42.8,5921.076151,33.26871625,35.76690122903867
מגאר,2016,הצפון,מועצה מקומית,113.9,13.0,20.7,1057.9710144927535,21900.0,0.0,0.0,100.0,21.1,21.0,57.9,11.3,10.6,9.0,9.2,9.3,10.3,18.9,21.2,14.4,2.6,5.1,33.5,1.9,1.2,122.0,"3,356","6,067","8,136","7,994",580,11.9,39.1,14.5,3.0,33.0,2,3,15.0,0.0,0.0,0.1,0.2,0.0,0.0,0.5,0.5,0.0,16.5,49.8,2.6,14.8,6206.960345,32.8869441,35.406944
מגאר,2017,הצפון,מועצה מקומית,113.9,13.0,9.25,2410.810810810811,22300.0,0.0,0.0,0.0,21.2,21.0,57.8,11.5,10.8,8.8,9.1,9.0,10.0,19.1,21.1,14.8,2.9,5.2,32.9,1.9,1.6,-27.0,"3,369","5,963","8,218","8,270",622,11.9,39.1,14.5,3.0,33.0,2,3,15.0,0.0,0.0,0.1,0.2,0.0,0.0,0.5,0.5,0.0,16.5,49.8,2.6,14.8,6120.738417,32.8869441,35.406944
מגאר,2018,הצפון,מועצה מקומית,113.9,13.0,20.7,1092.2222222222222,22609.0,0.0,0.0,100.0,21.3,21.0,57.7,"11,672","10,936",8.9,9.0,8.5,9.6,19.3,21.1,15.2,2.9,5.4,32.3,2.1,1.6,12.0,"3,399","6,618","8,551","8,994",672,11.1,37.3,14.6,2.9,68.0,2,3,15.0,0.0,0.0,0.1,0.2,0.0,0.0,0.5,0.5,0.0,16.5,49.8,2.6,14.8,6752.386096,32.8869441,35.406944
מגאר,2019,הצפון,מועצה מקומית,113.9,13.0,20.7,1109.033816425121,22957.0,0.0,0.0,100.0,21.4,21.1,57.5,"11,857","11,100",8.9,8.6,8.6,9.5,19.0,21.5,15.3,3.1,5.6,31.6,2.1,1.5,-244.0,"3,444","6,918","8,587","9,621",816,13.2,37.7,15.6,3.0,51.0,3,3,15.0,0.0,0.0,0.1,0.2,0.0,0.0,0.5,0.5,0.0,16.5,49.8,2.6,14.8,7048.488071,32.8869441,35.406944
מגאר,2020,הצפון,מועצה מקומית,113.9,13.0,20.7,1124.3961352657004,23275.0,0.0,0.0,99.9,21.5,21.2,57.3,"12,005","11,270",8.9,8.4,8.5,9.0,19.0,21.7,15.6,3.1,5.9,31.0,2.1,1.4,3.0,"3,485","7,066","8,513","10,043",888,13.9,36.7,17.7,3.4,61.0,3,3,15.0,0.0,0.0,0.1,0.2,0.0,0.0,0.5,0.5,0.0,16.5,49.8,2.6,14.8,7183.549721,32.8869441,35.406944
מגאר,2021,הצפון,עירייה,115.4,13.0,21.11,1136.8072003789673,23998.0,0.0,0.0,99.9,21.8,21.3,56.9,"12,369","11,629",8.7,8.2,8.4,8.3,18.3,22.3,15.9,3.5,6.4,30.1,2.3,1.6,158.0,"3,493","8,018","8,827","9,467",701,15.7,33.9,18.6,3.4,84.0,3,3,21.0,0.3,0.2,0.0,0.1,0.0,0.1,0.6,0.7,0.0,18.3,50.2,0.7,7.8,8073.773899,32.8869441,35.406944
מגאר,2022,הצפון,עירייה,115.4,13.0,21.11,1119.090478446234,23624.0,0.0,0.0,99.9,21.7,21.2,57.0,"12,168","11,457",8.7,8.4,8.5,8.5,18.8,21.9,15.8,3.3,6.1,30.4,2.2,1.5,170.0,"3,477","7,066","8,513","10,043",888,14.6,41.0,18.4,3.6,27.0,3,3,21.0,0.3,0.2,0.0,0.1,0.0,0.1,0.6,0.7,0.0,18.3,50.2,0.7,7.8,7183.549721,32.8869441,35.406944
מגדל,2016,הצפון,מועצה מקומית,118.8,7.0,11.38,166.95957820738136,1900.0,97.7,95.2,0.0,0.0,0.0,0.0,1,0.9,9.0,9.6,8.5,7.1,14.3,16.6,19.4,5.3,10.1,31.0,3.7,3.8,-5.0,225,"7,428","8,781",840,72,18.9,37.44498902706657,11.2,3.1,41.0,5,3,4.7,0.0,0.2,0.5,1.0,0.1,0.0,2.3,0.0,0.2,10.3,37.5,11.6,31.6,7534.815789,32.8387154,35.4993634
מגדל,2017,הצפון,מועצה מקומית,118.8,7.0,20.7,91.78743961352656,1900.0,97.6,95.0,0.0,0.0,0.0,0.0,1,0.9,9.3,8.9,8.5,7.4,14.0,16.9,18.7,6.0,10.3,31.1,4.1,0.4,-32.0,224,"7,542","9,233",819,74,18.9,37.44498902706657,11.2,3.1,41.0,5,3,4.7,0.0,0.2,0.5,1.0,0.1,0.0,2.3,0.0,0.2,10.3,37.5,11.6,31.6,7682.12766,32.8387154,35.4993634
מגדל,2018,הצפון,מועצה מקומית,118.8,7.0,11.63,166.89595872742905,1941.0,97.5,94.5,0.0,0.0,0.0,0.0,991,950,9.9,7.1,9.4,6.6,14.4,16.6,17.8,7.1,11.1,30.1,4.2,2.9,72.0,231,"8,208","10,645",884,80,17.0,37.44498902706657,12.5,3.0,24.0,5,3,4.7,0.0,0.2,0.5,1.0,0.1,0.0,2.3,0.0,0.2,10.3,37.5,11.6,31.6,8410.240664,32.8387154,35.4993634
מגדל,2019,הצפון,מועצה מקומית,118.8,7.0,11.63,167.84178847807394,1952.0,97.7,95.0,0.0,0.0,0.0,0.0,993,959,9.6,7.6,9.4,6.6,13.3,17.7,17.3,7.2,11.4,30.6,4.1,0.6,757.0,236,"8,653","8,346",894,107,19.6,37.44498902706657,10.7,2.8,50.0,5,3,4.7,0.2,0.2,0.5,1.0,0.1,0.0,2.3,0.0,0.2,10.3,37.5,11.6,31.6,8620.183816,32.8387154,35.4993634
מגדל,2020,הצפון,מועצה מקומית,118.8,7.0,11.63,170.2493551160791,1980.0,97.7,97.2,0.0,0.0,0.0,0.0,"1,007",972,9.3,7.7,8.5,7.1,13.6,18.0,16.9,7.8,11.2,29.8,3.4,1.4,-79.0,243,"8,442","9,371",916,109,19.3,37.44498902706657,12.3,2.9,18.0,5,3,4.7,0.0,0.2,0.5,1.0,0.1,0.0,2.3,0.0,0.2,10.3,37.5,11.6,31.6,8540.79122,32.8387154,35.4993634
מגדל,2021,הצפון,מועצה מקומית,121.4,7.0,11.63,174.63456577815992,2031.0,97.6,96.9,0.0,0.0,0.0,0.0,"1,032",999,8.3,8.6,8.2,7.2,13.6,16.9,17.3,6.9,12.8,29.8,3.5,2.2,144.0,261,"9,334","10,078",893,79,22.5,37.44498902706657,8.9,2.3,11.0,6,2,7.2,0.1,0.2,0.0,0.9,0.3,0.0,2.1,0.0,0.0,14.5,40.3,10.1,24.3,9394.469136,32.8387154,35.4993634
מגדל,2022,הצפון,מועצה מקומית,121.4,7.0,11.63,170.93723129836627,1988.0,97.4,97.3,0.0,0.0,0.0,0.0,"1,007",981,8.8,8.6,8.8,7.2,13.2,17.6,16.9,7.0,12.0,30.6,3.5,0.4,-58.0,254,"8,442","9,371",916,109,21.5,37.44498902706657,13.7,2.7,11.0,6,2,7.2,0.1,0.2,0.0,0.9,0.3,0.0,2.1,0.0,0.0,14.5,40.3,10.1,24.3,8540.79122,32.8387154,35.4993634
מגדל העמק,2016,הצפון,עירייה,85.2,15.0,8.71,2881.7451205510906,25100.0,100.0,90.4,0.0,0.0,0.0,0.0,12.5,12.6,8.8,8.1,7.7,8.1,14.1,18.1,16.3,5.7,13.2,29.5,5.6,0.5,-15.0,"3,570","6,931","8,835","12,368",466,11.6,33.4,7.9,2.1,30.0,4,5,28.5,1.7,0.2,0.5,0.8,1.9,7.3,3.3,4.3,0.3,16.6,8.7,1.0,24.9,7000.133863,32.68011465,35.23542115212012
מגדל העמק,2017,הצפון,עירייה,85.2,15.0,8.71,2916.188289322617,25400.0,100.0,89.9,0.0,0.0,0.0,0.0,12.6,12.8,8.9,8.2,7.4,8.2,13.8,18.0,16.3,5.6,13.7,29.3,5.5,1.1,18.0,"3,633","6,998","8,825","12,291",511,11.6,33.4,7.9,2.1,30.0,4,5,28.5,1.7,0.2,0.5,0.8,1.9,7.3,3.3,4.3,0.3,16.6,8.7,1.0,24.9,7070.925871,32.68011465,35.23542115212012
מגדל העמק,2018,הצפון,עירייה,85.2,15.0,8.71,2943.283582089552,25636.0,100.0,89.6,0.0,0.0,0.0,0.0,"12,788","12,848",8.7,8.1,8.0,8.3,13.5,17.7,16.1,5.6,13.9,30.2,5.4,1.0,643.0,"3,726","7,504","8,821","12,527",492,12.1,30.9,7.8,2.0,280.0,4,5,28.5,1.7,0.2,0.5,0.8,1.9,7.3,3.3,4.3,0.3,16.6,8.7,1.0,24.9,7553.770643,32.68011465,35.23542115212012
