name,year_of_data,district,Municipal_status,Distance_from_Tel Aviv _District border_Km,Number_of_councillors,Area,Population_density,Total population,Jews_and_others,Jews_percent_of_Jews_and_others,Arab_percentages,Muslims_percent_of_the_Arab_population,Christians_percent_of_the_Arab_population,Druze_percentage_of_the_Arab_population,Total_men,Total_woman,Age_0-4,Age_5-9,Age_10-14,Age_15-19,Age_20-29,Age_30-44,Age_45-59,Age_60-64,Age_65+,Age_0-17,Age_75+,Percentage_of_population_growth_compared_to_the_previous_year,migration_balance,Number_of_families_with_child,Average_monthly_salary_of_employee,Average_monthly_income_of_the_self-employed,Number_of_employees,Number_of_self-employed,Percentage_degree_35-55,Percentage_of_higher_education_within_8_years_out_of_school,Percentage_of_students_20-25,Percentage_of_total_students,Start_of_construction_apartments,Socioeconomic_cluster,Cluster_Most_peripheral,Residence_Percentage,Education_Percentage,Health_Percentage_of_Area,Public_utilities_Percentage,Culture_percentage,Commercial_Offices_Percentage,Industry_Percentage,Infrastructure_transportation_percentage,Agricultural_structures_percentage,Gardening_park_Percentage,Forest_percent,Plant_Percentage,crops Percentage,Open_space_percentage,Weighted_Average_Salary
מטה יהודה,2019,ירושלים,מועצה אזורית,44.24285714285714,59,480.62,126.25566975989346,60681,91.5,88.9,8.5,98.2,1.6,0.2,"30,617","30,064",10.3,10.3,9.6,8.2,12.2,20.2,15.8,3.8,9.5,35.4,4,3.8,677,"6,260","11,233","11,106","25,291","2,861",42.4,39.5,11.8,3.5,141,7,5,3,0,0,0.1,0.1,0,0.2,1,0.9,0,59.1,5.2,13.3,17.1,11220.09339
מטה יהודה,2020,ירושלים,מועצה אזורית,44.24285714285714,58.666666666666664,479.98,127.8969957081545,61388,91.4,97.2,8.6,98.2,1.5,0.2,"30,869","30,519",9.7,10.3,9.8,8.1,12.5,19.9,16,3.9,9.9,35,4.1,1.2,262,"6,304","11,161","11,755","24,422","2,757",43.8,35.9,13.8,3.8,269,7,5,3,0,0,0.1,0.1,0,0.2,1,0.9,0,59.1,5.2,13.3,17.1,11221.25453
מטה יהודה,2021,ירושלים,מועצה אזורית,44.24285714285714,59,480.84,130.77323018051743,62881,91.3,97.1,8.7,98.3,1.4,0.2,"31,577","31,303",8.8,10.1,10.1,8.5,12.4,18.9,16.7,4,10.5,34.3,4.4,0.7,35,"6,257","13,068","11,741","24,642","2,096",45.8,44.6,12.2,3.5,118,7,6,3.4,0.1,0,0.1,0.2,0.1,0.2,1.1,0.7,0,61,6.6,12.7,13.8,12963.97606
מטה יהודה,2022,ירושלים,מועצה אזורית,44.24285714285714,59,480.84,129.8602446,62442,91.4,97.2,8.6,98.2,1.5,0.3,"31,375","31,067",9.3,10.3,9.9,8.3,12.4,19.4,16.3,3.9,10.2,34.8,4.2,1.7,70,"6,325","11,161","11,755","24,422","2,757",45.1,42.1,13.8,3.6,300,7,6,3.4,0.1,0,0.1,0.2,0.1,0.2,1.1,0.7,0,61,6.6,12.7,13.8,11221.25453
מטולה,2016,הצפון,מועצה מקומית,169.9,7,9.39,170.39403620873267,1600,97.1,92.9,0,0,0,0,0.8,0.8,5.7,5.2,6.2,5.6,21.9,19.1,17.3,6.6,12.5,20.4,4.5,-1.5,-2,175,"8,617","12,390",914,109,38,37.44498902706657,16,8.4,23,8,2,5.5,0.1,0,0.1,0.9,0,0.2,1.5,0.1,0.1,0.9,53.2,1.3,36.1,9019.010753
מטולה,2017,הצפון,מועצה מקומית,169.9,7,9.39,170.39403620873267,1600,96.6,91.7,0,0,0,0,0.8,0.8,5.7,5.1,6.8,5.5,21.3,18.9,16.6,6.6,13.6,21.3,4.7,1.1,105,177,"8,459","10,316",879,83,38,37.44498902706657,16,8.4,23,8,2,5.5,0.1,0,0.1,0.9,0,0.2,1.5,0.1,0.1,0.9,53.2,1.3,36.1,8619.219335
מטולה,2018,הצפון,מועצה מקומית,169.9,7,9.39,170.28753993610223,1599,96,91.5,4,3.1,21.9,6.3,820,779,5.4,4.9,6.4,5.6,21,19.7,15.9,7,14.3,20.3,4.9,-0.5,59,172,"8,977","11,086",907,77,35.1,37.44498902706657,17.4,7.9,21,8,2,5.5,0.1,0,0.1,0.9,0,0.2,1.5,0.1,0.1,0.9,53.2,1.3,36.1,9142.033537
מטולה,2019,הצפון,מועצה מקומית,169.9,7,9.39,171.99148029818954,1615,96,91.6,4,1.5,21.5,6.2,822,793,6.1,4.6,6,5.9,20.9,19.2,16.2,6.5,14.7,20.1,5,1,780,172,"8,945","10,514",937,125,38.8,37.44498902706657,16.2,8.9,19,8,2,5.5,0,0,0.1,0.9,0,0.2,1.5,0.1,0.1,0.9,53.2,1.3,36.1,9129.675141
מטולה,2020,הצפון,מועצה מקומית,169.9,7,9.39,176.14483493077742,1654,96.1,94.8,0,0,0,0,838,816,6.5,4.6,5.2,6.3,20.5,20.2,15.5,6.5,14.8,20.1,5,2.4,22,166,"9,523","10,705",943,110,39.4,37.44498902706657,26.2,9.8,7,8,2,5.5,0.1,0,0.1,0.9,0,0.2,1.5,0.1,0.1,0.9,53.2,1.3,36.1,9646.475783
מטולה,2021,הצפון,מועצה מקומית,171.8,7,9.39,185.3035143769968,1740,96.5,94.6,0,0,0,0,875,864,6.6,5.2,5.3,5.5,20.1,21.6,14.4,5.9,15.5,20.3,5.4,2.8,39,162,"10,351","11,041",866,89,44.3,37.44498902706657,16.8,9.6,2,7,1,6.7,0.1,0,1,1.1,0.2,0,1.2,0.4,0.3,4.2,60.9,2.4,21.5,10415.30366
מטולה,2022,הצפון,מועצה מקומית,171.8,7,9.39,180.29818956336527,1693,96.3,94.7,0,0,0,0,850,842,6.9,4.7,5,6,20.6,20.7,14.9,5.9,15.3,20.3,5.3,2.3,641,164,"9,523","10,705",943,110,40.4,37.44498902706657,14.8,9.1,4,7,1,6.7,0.1,0,1,1.1,0.2,0,1.2,0.4,0.3,4.2,60.9,2.4,21.5,9646.475783
מיתר,2016,הדרום,מועצה מקומית,92.4,9,39.21,191.2,7500,98.5,97.7,0,0,0,0,3.8,3.7,6.9,10.6,10,8.8,12.8,17.3,18.7,5.3,9.6,32.8,2.7,2.1,-16,896,"14,839","13,249","4,166",230,60.7,65.4,13.2,5.3,308,9,3,4.9,0.1,0,0,0.2,0,0,0.8,0.8,0.3,4.7,1.5,25.2,61.5,14755.81074
מיתר,2017,הדרום,מועצה מקומית,92.4,9,38.83,197.6,7700,98.6,97.5,0,0,0,0,3.9,3.8,6.9,10.6,10.7,8.5,12.8,16.9,18.7,5.1,9.8,33.2,2.8,3.4,14,901,"14,913","13,052","4,167",240,60.7,65.4,13.2,5.3,308,8,3,4.9,0.1,0,0,0.2,0,0,0.8,0.8,0.3,4.7,1.5,25.2,61.5,14811.65214
מיתר,2018,הדרום,מועצה מקומית,92.4,9,38.83,217.3,8438,98.8,97.5,0,0,0,0,"4,238","4,200",7.6,11.2,10.6,8.4,12.3,17.8,18,4.5,9.6,34.2,2.8,8.9,32,922,"15,582","14,288","4,605",253,61.2,61.4,13.8,4.7,107,8,3,4.9,0.1,0,0,0.2,0,0,0.8,0.8,0.3,4.7,1.5,25.2,61.5,15514.60972
מיתר,2019,הדרום,מועצה מקומית,92.4,9,38.82,242.6,9418,98.6,96.7,0,0,0,0,"4,731","4,687",8.1,11.3,10.8,7.9,12.1,19,17.3,4.2,9.3,35.1,2.9,11.6,144,915,"15,718","13,485","5,208",380,63.5,50,14,4.6,54,9,3,4.9,0,0,0,0.2,0,0,0.8,0.8,0.3,4.7,1.5,25.2,61.5,15566.14961
מיתר,2020,הדרום,מועצה מקומית,92.4,9,38.82,257.1,9980,98.5,98.2,0,0,0,0,"5,010","4,970",7.9,11.5,10.8,7.9,12.2,19,17.3,3.9,9.4,35.4,2.9,6,854,916,"15,290","13,071","4,869",374,64.2,50.6,16.4,4.9,55,9,3,4.9,0.1,0,0,0.2,0,0,0.8,0.8,0.3,4.7,1.5,25.2,61.5,15131.71162
מיתר,2021,הדרום,מועצה מקומית,93,9,24.23,451.8,10947,98.1,98,0,0,0,0,"5,509","5,437",6.9,11.3,12.3,8.7,11.6,18.5,17.8,3.5,9.4,35.8,3.2,3.6,214,920,"17,014","16,583","5,101",304,66.4,51.9,18.1,5,51,9,3,12.7,0.2,0,0.2,0.2,0,0,1.4,0,0.4,40.1,1,35.7,8.1,16989.75874
מיתר,2022,הדרום,מועצה מקומית,93,9,24.23,436,10565,98.1,98.1,0,0,0,0,"5,304","5,261",7.6,11.3,11.9,7.9,11.8,18.9,17.6,3.7,9.3,35.9,3,5.9,364,918,"15,290","13,071","4,869",374,65,51.8,19,5.2,122,9,3,12.7,0.2,0,0.2,0.2,0,0,1.4,0,0.4,40.1,1,35.7,8.1,15131.71162
מנשה,2016,חיפה,מועצה אזורית,60.720329670329676,35,112.1,173.05976806422836,19400,83.2,80.4,16.8,16.8,0,0,9.5,9.9,8.8,10.3,10,10,11.2,20.4,16.3,4.1,9,36,3.3,2.2,-51,"1,956","10,636","9,600","7,386",628,42.5,55.8,8.8,3,68,6,5,4.7,0.2,0.1,0.1,0.3,0.1,0.8,2.1,1.7,0.1,16.1,21.5,28.3,23.9,10554.81607
מנשה,2017,חיפה,מועצה אזורית,60.720329670329676,35,111.82,177.07029153997496,19800,83.3,80.5,16.7,16.7,0,0,9.7,10.1,8.5,10.3,9.5,10.6,11.1,20,16.5,4.1,9.2,35.2,3.3,2.1,-22,"1,962","10,805","10,131","7,633",674,42.5,55.8,8.8,3,68,7,5,4.7,0.2,0.1,0.1,0.3,0.1,0.8,2.1,1.7,0.1,16.1,21.5,28.3,23.9,10750.31407
מנשה,2018,חיפה,מועצה אזורית,60.720329670329676,43,111.82,181.33607583616526,20277,83.4,80.6,16.6,99.8,0.1,0.1,"9,938","10,339",8.5,10.4,10.1,9.9,11,19.8,16.8,4.1,9.4,36,3.4,2.4,-11,"1,973","10,953","10,197","7,853",747,43.5,51,9.1,3,77,7,5,4.7,0.2,0.1,0.1,0.3,0.1,0.8,2.1,1.7,0.1,16.1,21.5,28.3,23.9,10887.33349
מנשה,2019,חיפה,מועצה אזורית,60.720329670329676,43,111.63,186.39254680641406,20807,83.5,80.7,16.5,99.7,0.1,0.1,"10,167","10,640",8.3,10.4,9.5,10.8,10.9,19.3,17.1,4.1,9.6,35.1,3.6,2.6,26,"1,988","11,502","9,440","8,168",984,46.7,31.6,9.6,3,49,7,5,4.7,0.1,0.1,0.1,0.3,0.1,0.8,2.1,1.7,0.1,16.1,21.5,28.3,23.9,11280.29895
מנשה,2020,חיפה,מועצה אזורית,60.720329670329676,40.333333333333336,111.56,192.22839727500897,21445,83.4,96.7,16.6,99.8,0.1,0.1,"10,465","10,981",8.1,10.2,10.3,10.8,10.9,19,17.3,4,9.6,35.7,3.6,3.1,230,"1,998","11,325","9,943","7,451",875,48.5,39.4,11,3.1,35,7,5,4.7,0.2,0.1,0.1,0.3,0.1,0.8,2.1,1.7,0.1,16.1,21.5,28.3,23.9,11179.76219
מנשה,2021,חיפה,מועצה אזורית,60.720329670329676,43,111.26,199.0562646054287,22147,83.3,96.8,16.7,99.7,0.2,0.1,"10,808","11,339",7.3,9.7,10.5,11.2,10.9,18.1,18.2,3.8,10.2,34.3,3.9,1.5,219,"2,015","13,181","10,241","8,735",777,50.6,51.5,11.3,2.9,160,7,5,5.9,0.4,0.1,0.1,0.3,0.1,0.7,1.8,1.4,0.1,18.4,24,28.5,18.2,12940.8423
מנשה,2022,חיפה,מועצה אזורית,60.720329670329676,43,111.63,195.46716832392727,21820,83.5,96.8,16.5,99.8,0.1,0.1,"10,648","11,173",7.8,9.7,10.2,11.1,11.1,18.6,17.6,4,9.9,34.6,3.8,1.7,-439,"2,010","11,325","9,943","7,451",875,49.6,36.9,11.7,3.1,83,7,5,5.9,0.4,0.1,0.1,0.3,0.1,0.7,1.8,1.4,0.1,18.4,24,28.5,18.2,11179.76219
מסעדה,2016,הצפון,מועצה מקומית,179.4,2,12.01,299.75020815986676,3600,0,0,100,0.1,0,100,1.8,1.7,9.8,10.3,10.2,8.9,13.9,23.6,14.3,3,6,36,1.9,1.1,63,615,"4,737","5,763","1,312",197,4.1,37.44498902706657,13.8,2.2,59,2,2,5,0.1,0,0,0.1,0,0,1.3,0,0,1.4,40.3,3.5,48.3,4870.944334
מסעדה,2017,הצפון,מועצה מקומית,179.4,2,12.01,299.75020815986676,3600,0,0,0,0.1,0,99.9,1.8,1.8,8.9,10.5,10.6,8.6,13.7,23.5,14.9,3.1,6.3,35,2.1,1,48,617,"4,997","6,254","1,366",219,4.1,37.44498902706657,13.8,2.2,59,2,2,5,0.1,0,0,0.1,0,0,1.3,0,0,1.4,40.3,3.5,48.3,5170.680126
מסעדה,2018,הצפון,מועצה מקומית,179.4,9,12.01,303.9134054954205,3650,0,0,100,0.1,0,99.9,"1,876","1,775",8.5,10.3,10.2,8.8,13.8,22.4,16.1,3.3,6.5,34.3,2.2,1.6,71,621,"5,361","6,707","1,422",230,4.1,37.44498902706657,15.9,2.3,42,2,2,5,0.1,0,0,0.1,0,0,1.3,0,0,1.4,40.3,3.5,48.3,5548.397094
מסעדה,2019,הצפון,מועצה מקומית,179.4,9,12.01,309.24229808492925,3714,0,0,100,0.1,0,99.9,"1,899","1,814",8,9.7,10.3,9,14,22.2,16.7,3.2,6.9,33.6,2.4,1.7,248,615,"5,477","7,064","1,507",268,5.4,37.44498902706657,18.2,2.7,36,2,2,5,0,0,0,0.1,0,0,1.3,0,0,1.4,40.3,3.5,48.3,5716.614648
מסעדה,2020,הצפון,מועצה מקומית,179.4,6.666666666666667,12.01,312.4895920066611,3753,0,0,100,0.1,0,99.9,"1,912","1,841",7.2,9.7,10.1,8.9,14.6,21.4,17.3,3.4,7.4,33,2.7,1,99,621,"5,601","7,138","1,527",271,6.1,37.44498902706657,19,2.8,10,2,2,5,0.1,0,0,0.1,0,0,1.3,0,0,1.4,40.3,3.5,48.3,5832.66129
מסעדה,2021,הצפון,מועצה מקומית,181.2,9,12.01,322.1482098251457,3869,0,0,99.9,0.1,0,99.9,"1,981","1,889",7.6,8.5,9.8,9.8,14.2,19.7,18.9,3.7,7.8,31.7,3.2,1.5,-248,620,"6,520","7,465","1,459",304,8.8,37.44498902706657,20.8,2.6,22,2,1,6.6,0.4,0,0.1,0.1,0,0.2,0.7,0,0,2.3,52.6,1.6,35.4,6682.949518
מסעדה,2022,הצפון,מועצה מקומית,181.2,9,12.01,317.4021648626145,3812,0,0,100,0.1,0,99.9,"1,945","1,867",7.2,9.3,9.7,9.4,14.6,20.6,18.1,3.5,7.6,32.2,2.8,1.6,-116,625,"5,601","7,138","1,527",271,8,37.44498902706657,22.5,2.8,15,2,1,6.6,0.4,0,0.1,0.1,0,0.2,0.7,0,0,2.3,52.6,1.6,35.4,5832.66129
מעיליא,2016,הצפון,מועצה מקומית,121,9,1.63,1963.1901840490798,3200,0,0,100,0,99.9,0,1.6,1.6,6.6,6.6,7.9,8.3,13.2,19.8,17.2,4,16.4,26.2,9.8,-0.1,-728,393,"8,743","9,518","1,425",141,27.1,37.44498902706657,27.6,4,10,6,3,43.8,0.6,0,1.2,1.2,0,6.2,3.1,0,0,9.3,4.9,2.5,27.2,8812.779693
מעיליא,2017,הצפון,מועצה מקומית,121,9,1.63,1963.1901840490798,3200,0,0,0,0,97.4,0,1.6,1.6,6.9,6.3,7.6,8.7,13.2,19.5,17.7,4.1,16,25.7,9.3,-0.4,-35,393,"8,963","9,119","1,465",140,27.1,37.44498902706657,27.6,4,10,7,3,43.8,0.6,0,1.2,1.2,0,6.2,3.1,0,0,9.3,4.9,2.5,27.2,8976.607477
מעיליא,2018,הצפון,מועצה מקומית,121,9,1.63,1996.319018404908,3254,0,0,100,0.1,99.9,0,"1,607","1,647",6.9,6.1,7.3,8.1,13.7,18.7,17.8,4.1,17.3,25.5,10.2,2,66,390,"9,191","10,513","1,537",130,28.2,37.44498902706657,32,4.3,10,7,3,43.8,0.6,0,1.2,1.2,0,6.2,3.1,0,0,9.3,4.9,2.5,27.2,9294.095381
מעיליא,2019,הצפון,מועצה מקומית,121,9,1.63,1990.1840490797547,3244,0,0,100,0.1,99.9,0,"1,613","1,631",6.5,6.6,7,8.2,13.4,19.1,18.3,4.1,16.8,25.1,9.5,-0.3,757,384,"9,439","10,166","1,595",171,31.5,37.44498902706657,32.3,4,3,7,3,43.8,0,0,1.2,1.2,0,6.2,3.1,0,0,9.3,4.9,2.5,27.2,9509.394677
מעיליא,2020,הצפון,מועצה מקומית,121,9,1.63,2006.1349693251534,3270,0,0,96.9,0.2,99.8,0.1,"1,623","1,647",6.6,6.3,7,7.8,13.7,18.8,18.3,4.4,17.2,24.4,10.1,0.8,-111,383,"9,671","10,388","1,576",167,32.9,37.44498902706657,29.9,4.4,11,7,3,43.8,0.6,0,1.2,1.2,0,6.2,3.1,0,0,9.3,4.9,2.5,27.2,9739.697074
מעיליא,2021,הצפון,מועצה מקומית,121,9,2.12,1547.6415094339623,3281,0,0,97.5,0.1,99.8,0.1,"1,635","1,647",6.5,6.8,6.1,7.4,14.1,18.6,19.3,4.7,16.6,23.5,9.5,0.4,49,360,"10,827","12,043","1,569",144,35.4,37.44498902706657,30.7,4.7,16,7,3,42.9,1.9,0.5,0.5,1,1,6.2,1.9,0,0,19.5,11,3.3,10.3,10929.22067
מעיליא,2022,הצפון,מועצה מקומית,121,9,2.12,1541.0377358490566,3267,0,0,97.6,0.1,99.8,0.1,"1,629","1,638",6.7,6.6,6.3,7.7,13.7,18.8,18.8,5,16.5,23.9,9.6,-0.1,-89,379,"9,671","10,388","1,576",167,34.1,37.44498902706657,30.2,4.3,20,7,3,42.9,1.9,0.5,0.5,1,1,6.2,1.9,0,0,19.5,11,3.3,10.3,9739.697074
מעלה אדומים,2016,אזור יהודה והשומרון,עירייה,61.8,15,27.355193798449612,1378.1660725114912,37700,99.8,96.6,0,0,0,0,18.4,19.3,9.3,9.5,9.2,8.8,15.3,17.7,17.1,4.4,8.6,33.1,3.4,0.4,-96,"5,501","8,936","9,890","18,953",971,22.2,49.2,15.5,3.9,207.89350180505414,6,5,5.1,0.4,0,0,0.2,0.2,1.4,0.9,0,0.3,1,0.2,0.8,89.5,8982.493375
מעלה אדומים,2017,אזור יהודה והשומרון,עירייה,61.8,15,27.355193798449612,1381.8216854359248,37800,99.9,96.6,0,0,0,0,18.5,19.4,9.2,9.3,9.4,8.6,15.5,17.6,16.9,4.6,9,33,3.4,0.4,-22,"5,494","9,060","10,118","18,873","1,000",22.2,49.2,15.5,3.9,207.89350180505414,6,5,5.1,0.4,0,0,0.2,0.2,1.4,0.9,0,0.3,1,0.2,0.8,89.5,9113.238062
מעלה אדומים,2018,אזור יהודה והשומרון,עירייה,61.8,15,27.355193798449612,1396.188244228949,38193,99.8,96.5,0,0,0,0,"18,676","19,517",9.2,9.2,9.2,8.5,15.6,17.3,16.9,4.8,9.6,32.5,3.6,1,4,"5,478","9,631","10,828","19,348",997,22,49.2,14.7,3.7,1,6,5,5.1,0.4,0,0,0.2,0.2,1.4,0.9,0,0.3,1,0.2,0.8,89.5,9689.658589
מעלה אדומים,2019,אזור יהודה והשומרון,עירייה,61.8,15,27.355193798449612,1394.7991113176643,38155,99.8,96.4,0,0,0,0,"18,709","19,446",9.1,9.1,9.1,8.5,15.6,17,16.8,5,10,32.3,3.6,-0.1,12,"5,493","9,869","10,256","19,738","1,193",24.9,43.9,15.4,3.9,46,6,5,5.1,0,0,0,0.2,0.2,1.4,0.9,0,0.3,1,0.2,0.8,89.5,9891.057761
מעלה אדומים,2020,אזור יהודה והשומרון,עירייה,61.8,13,27.355193798449612,1383.5032673811643,37846,99.8,96.6,0,0,0,0,"18,525","19,321",8.8,8.8,8.9,8.7,15.4,16.8,16.8,5,10.7,31.7,3.9,-0.8,-86,"5,497","9,957","10,435","20,374","1,209",25.7,47.5,16.5,4.1,134,6,5,5.1,0.4,0,0,0.2,0.2,1.4,0.9,0,0.3,1,0.2,0.8,89.5,9983.775796
מעלה אדומים,2021,אזור יהודה והשומרון,עירייה,62.7,15,27.355193798449612,1390.8144932300315,38046,99.7,96.3,0,0,0,0,"18,519","19,527",8.3,8.4,8.5,9.6,15.5,16.1,16.3,5.1,12.2,31,4.7,1.3,15,"5,453","10,729","11,121","19,616",929,28.1,42.3,15.2,3.9,140,6,5,6.2,0.6,0.1,0.1,0.2,0.2,2.7,1.8,0,0.6,9.7,0.3,2.6,74.9,10746.72538
מעלה אדומים,2022,אזור יהודה והשומרון,עירייה,62.7,15,27.355193798449612,1372.8654337710623,37555,99.9,96.5,0,0,0,0,"18,410","19,145",8.7,8.8,8.7,8.6,15.6,16.4,16.7,5.2,11.2,31.5,4.1,-0.8,40,"5,463","9,957","10,435","20,374","1,209",26.7,45.6,16.1,4,478,6,5,6.2,0.6,0.1,0.1,0.2,0.2,2.7,1.8,0,0.6,9.7,0.3,2.6,74.9,9983.775796
מעלה אפרים,2016,אזור יהודה והשומרון,מועצה מקומית,61.6,7,9.201761658031089,130.40981114226832,1200,99.6,89,0,0,0,0,0.6,0.6,12.2,9.9,6.1,6.3,18.6,16.1,15.3,5.3,10.2,30.9,2.4,0.2,200,187,"6,683","5,355",768,28,15,37.44498902706657,8.2,3,207.89350180505414,5,4,4.8,0.5,0.4,0.4,1.1,0,1.8,0.4,0,0.4,0,0,2,88.2,6636.286432
מעלה אפרים,2017,אזור יהודה והשומרון,מועצה מקומית,61.6,7,9.201761658031089,130.40981114226832,1200,99.8,88.8,0,0,0,0,0.6,0.6,12.5,10.2,7.3,4.6,16.9,17.8,15,4.9,10.6,32,2.2,-0.3,-24,193,"6,826","8,196",748,24,15,37.44498902706657,8.2,3,207.89350180505414,5,4,4.8,0.5,0.4,0.4,1.1,0,1.8,0.4,0,0.4,0,0,2,88.2,6868.590674
מעלה אפרים,2018,אזור יהודה והשומרון,מועצה מקומית,61.6,7,9.201761658031089,134.86547968962915,1241,99.8,90,0,0,0,0,661,579,11.6,9.9,6.8,9,17.6,17.3,12.7,4.6,10.3,30.3,2.1,3,23,206,"7,352","8,161",744,27,16.3,37.44498902706657,6,3.1,0,5,4,4.8,0.5,0.4,0.4,1.1,0,1.8,0.4,0,0.4,0,0,2,88.2,7380.330739
מעלה אפרים,2019,אזור יהודה והשומרון,מועצה מקומית,61.6,7,9.201761658031089,136.93030169938172,1260,99.8,89.6,0,0,0,0,662,599,11.6,11.8,7.8,6.4,17.7,17,12.5,3.9,11.3,33.5,2.3,1.6,23,215,"7,639","7,501",726,39,18.7,37.44498902706657,3.7,2.8,207.89350180505414,4,4,4.8,0.4,0.4,0.4,1.1,0,1.8,0.4,0,0.4,0,0,2,88.2,7631.964706
מעלה אפרים,2020,אזור יהודה והשומרון,מועצה מקומית,61.6,7,9.201761658031089,136.38692748628895,1255,99.7,90.6,0,0,0,0,665,590,11.1,12.4,8.5,9.5,13.9,16.8,12.2,4.3,11.2,34.7,2.5,-0.4,-37,224,"8,004","7,052",768,44,21.2,37.44498902706657,9.9,3,207.89350180505414,4,4,4.8,0.5,0.4,0.4,1.1,0,1.8,0.4,0,0.4,0,0,2,88.2,7952.413793
מעלה אפרים,2021,אזור יהודה והשומרון,מועצה מקומית,61.8,7,9.201761658031089,149.6452582857529,1377,99.6,91.5,0,0,0,0,722,655,12.4,12,9.9,8.1,14.5,17.6,10.2,4.7,10.5,37,2.7,4.5,-25,233,"8,310","7,849",690,36,29.4,37.44498902706657,5.4,2.8,207.89350180505414,4,3,5.4,0.9,0.2,0.2,0.5,0,1.4,2.7,0,1.1,0,0,11.1,76.5,8287.140496
מעלה אפרים,2022,אזור יהודה והשומרון,מועצה מקומית,61.8,7,9.201761658031089,143.23344257125802,1318,99.7,91.7,0,0,0,0,687,631,11.5,12.3,9.9,8.1,14.3,17.3,11.5,4.2,10.7,37,2.7,4.9,10,230,"8,004","7,052",768,44,26.3,37.44498902706657,6.6,2.4,9,4,3,5.4,0.9,0.2,0.2,0.5,0,1.4,2.7,0,1.1,0,0,11.1,76.5,7952.413793
מעלה יוסף,2016,הצפון,מועצה אזורית,112.01538461538462,22,93.41,110.26656674874211,10300,98.5,96.3,0,0,0,0,5.2,5.1,9.4,8.8,9.2,7,13.7,19.3,18.9,5,8.7,31.6,3.3,3.7,-84,"1,302","9,281","9,955","4,736",770,25.3,38.6,11.7,3.1,64,7,3,5.2,0,0,0.1,0.3,0,0.4,1.7,1.7,0,73.2,7.1,4,6.3,9375.257174
מעלה יוסף,2017,הצפון,מועצה אזורית,112.01538461538462,22,93.41,112.40766513221283,10500,98.4,96.1,0,0,0,0,5.3,5.2,9.4,9,8.9,7.2,13.5,19.2,18.7,5.2,8.9,31.7,3.3,1.7,836,"1,331","9,222","10,203","4,714",854,25.3,38.6,11.7,3.1,64,7,3,5.2,0,0,0.1,0.3,0,0.4,1.7,1.7,0,73.2,7.1,4,6.3,9372.462284
מעלה יוסף,2018,הצפון,מועצה אזורית,112.01538461538462,22,93.41,114.14195482282412,10662,98.3,96,0,0,0,0,"5,387","5,275",9,9,8.8,7.6,13.6,18.9,18.5,5.3,9.3,31.6,3.3,1.8,3,"1,352","9,818","10,731","4,946",781,24.8,37,9.5,3,70,7,3,5.2,0,0,0.1,0.3,0,0.4,1.7,1.7,0,73.2,7.1,4,6.3,9942.507246
מעלה יוסף,2019,הצפון,מועצה אזורית,112.01538461538462,22,93.47,115.45950572376164,10792,98.5,96.1,0,0,0,0,"5,448","5,344",9.3,8.7,8.8,7.7,13.2,19.1,18.1,5.5,9.7,31.7,3.4,1.2,71,"1,363","10,182","9,430","5,053","1,313",26.4,26.9,10.9,3.1,78,7,3,5.2,0,0,0.1,0.3,0,0.4,1.7,1.7,0,73.2,7.1,4,6.3,10026.89852
מעלה יוסף,2020,הצפון,מועצה אזורית,112.01538461538462,22,93.48,118.0252460419341,11033,98.5,97.1,0,0,0,0,"5,601","5,432",9,8.8,8.8,7.7,13.1,18.9,18,5.4,10.5,31.3,3.6,2.2,728,"1,348","10,169","9,955","4,977","1,302",27.6,32.3,11.4,3.2,65,7,3,5.2,0,0,0.1,0.3,0,0.4,1.7,1.7,0,73.2,7.1,4,6.3,10124.62542
מעלה יוסף,2021,הצפון,מועצה אזורית,112.01538461538462,22,93.23,122.78236619114018,11447,98.6,96.5,0,0,0,0,"5,823","5,624",8.4,9.2,8.5,7.8,12.7,18.8,17.6,5.5,11.5,30.8,3.9,-1.4,40,"1,374","11,099","10,845","4,507",971,30.2,32.9,10.6,2.9,125,7,2,6.2,0.1,0,0,0.3,0.1,0.4,1.7,1.4,0.1,72,9,3.4,5.3,11053.97736
מעלה יוסף,2022,הצפון,מועצה אזורית,112.01538461538462,22,93.42,124.22393491757653,11605,98.6,94.4,0,0,0,0,"5,902","5,703",8.8,9.2,8.7,8,13,18.7,17.5,5.4,10.7,31.5,3.5,5.2,-27,"1,364","10,169","9,955","4,977","1,302",28.4,30,11.6,3.1,71,7,2,6.2,0.1,0,0,0.3,0.1,0.4,1.7,1.4,0.1,72,9,3.4,5.3,10124.62542
מעלה עירון,2016,חיפה,מועצה מקומית,59.4,11,6.03,2371.4759535655057,14300,0,0,100,100,0,0,7.2,7.1,9.8,10,11.4,12.3,17,18.4,14.1,2.7,4.3,38.7,1.4,1.2,92,"2,197","5,476","8,542","4,799",366,9.6,26.1,11.1,2.2,23,2,5,36.2,0.7,0.2,0,0.2,0.2,0.7,0.3,0,0,8,19.7,0.2,33.6,5693.261568
